fold,test_auc,test_auc_pr,test_prevalence,test_p_at_k,f75_precision,f75_recall,f75_f1,cal_precision,cal_recall,cal_f1,cal_threshold
1,0.6328331862312445,0.2888983169498242,0.09649122807017543,0.36363636363636365,0.25,0.45454545454545453,0.3225806451612903,0.21739130434782608,0.45454545454545453,0.29411764705882354,0.6300000000000001
2,0.676963812886143,0.2147415778389843,0.09649122807017543,0.18181818181818182,0.2,0.18181818181818182,0.19047619047619047,0.21428571428571427,0.2727272727272727,0.24,0.6300000000000001
3,0.8618711385701676,0.4461615266453976,0.09649122807017543,0.45454545454545453,0.29411764705882354,0.45454545454545453,0.35714285714285715,0.21739130434782608,0.45454545454545453,0.29411764705882354,0.6000000000000002
4,0.7621359223300971,0.386502780244816,0.08849557522123894,0.4,0.25925925925925924,0.7,0.3783783783783784,0.25,0.8,0.38095238095238093,0.38000000000000006
5,0.695631067961165,0.22610114462564793,0.08849557522123894,0.2,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.6700000000000002
6,0.7504854368932039,0.2787907393073963,0.08849557522123894,0.2,0.2,0.2,0.2,0.2,0.4,0.26666666666666666,0.5700000000000002
7,0.7446601941747573,0.44852349828820415,0.08849557522123894,0.3,0.3333333333333333,0.3,0.3157894736842105,0.22727272727272727,0.5,0.3125,0.5200000000000001
8,0.8786407766990292,0.47431216931216924,0.08849557522123894,0.5,0.2916666666666667,0.7,0.4117647058823529,0.2857142857142857,0.8,0.42105263157894735,0.43000000000000005
9,0.7563106796116504,0.33625227842333105,0.08849557522123894,0.3,0.16666666666666666,0.1,0.125,0.2857142857142857,0.4,0.3333333333333333,0.5700000000000002
10,0.8912621359223301,0.5916622103386809,0.08849557522123894,0.6,0.42105263157894735,0.8,0.5517241379310345,0.32,0.8,0.45714285714285713,0.6000000000000002
